ID_EoL,CanonicalName,BinomialName,Order,Family,Genus,Species,Domestication,X1.1_ActivityCycle,X5.1_AdultBodyMass_g,X8.1_AdultForearmLen_mm,X13.1_AdultHeadBodyLen_mm,X2.1_AgeatEyeOpening_d,X3.1_AgeatFirstBirth_d,X18.1_BasalMetRate_mLO2hr,X5.2_BasalMetRateMass_g,X6.1_DietBreadth,X7.1_DispersalAge_d,X9.1_GestationLen_d,X12.1_HabitatBreadth,X22.1_HomeRange_km2,X22.2_HomeRange_Indiv_km2,X14.1_InterbirthInterval_d,X15.1_LitterSize,X16.1_LittersPerYear,X17.1_MaxLongevity_m,X5.3_NeonateBodyMass_g,X13.2_NeonateHeadBodyLen_mm,X21.1_PopulationDensity_n_per_km2,X10.1_PopulationGrpSize,X23.1_SexualMaturityAge_d,X10.2_SocialGrpSize,X24.1_TeatNumber,X12.2_Terrestriality,X6.2_TrophicLevel,X25.1_WeaningAge_d,X5.4_WeaningBodyMass_g,X13.3_WeaningHeadBodyLen_mm,Diet,AVGFoodConsumption,Sociality,SocialHierarchy,NumMales,MaturityReachMale,MaturityReachFemale,MatingSystem,NumOffspring,BreedingInterval,YearRoundBreeding,AVGBodyMass,ParentalCare,DevelopmentStrategy,HeadOrnaments,Lifespan,NaturalPredators,Motility,CarryWeight,PullStrength,AVGMovingSpeed,AVGTravelDistance
4472391,Babyrousa togeanensis,Babyrousa_togeanensis,Artiodactyla,Suidae,Babyrousa,togeanensis,https://en.wikipedia.org/wiki/Togian_babirusa,https://sci-hub.se/10.1017/9781316941232.010,"Note: this is an estimate http://www.ultimateungulate.com/Artiodactyla/Babyrousa_togeanensis.html#:~:text=Head%20and%20body%20length%3A%2087.7,be%20at%20least%20100%20kg.",Data deficient,Data deficient,Data deficient,Data deficient,Data deficient,Data deficient,https://en.wikipedia.org/wiki/Togian_babirusa,Data deficient,http://www.ultimateungulate.com/Artiodactyla/Babyrousa_togeanensis.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308533,Beatragus hunteri,Beatragus_hunteri,Artiodactyla,Bovidae,Beatragus,hunteri,https://animaldiversity.org/accounts/Beatragus_hunteri/,https://animaldiversity.org/accounts/Beatragus_hunteri/,PanTHERIA,Data deficient,PanTHERIA,Data deficient,Data deficient,Data deficient,Data deficient,PanTHERIA,Data deficient,PanTHERIA,PanTHERIA,,,,PanTHERIA,,PanTHERIA,PanTHERIA,,PanTHERIA,,,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,,,,ADW,,"ADW, PanTHERIA",ADW,,,,,,,,,,,,,,,,,,
328109,Bison bison,Bison_bison,Artiodactyla,Bovidae,Bison,bison,https://en.wikipedia.org/wiki/American_bison,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,Data deficient,PanTHERIA,Data deficient,Data deficient,PanTHERIA,Data deficient,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,,ADW,,"ADW, PanTHERIA",ADW,,,,,,,,,,,,,,,,,,
328110,Bison bonasus,Bison_bonasus,Artiodactyla,Bovidae,Bison,bonasus,https://en.wikipedia.org/wiki/European_bison,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,Data deficient,PanTHERIA,Data deficient,Data deficient,PanTHERIA,Data deficient,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,,PanTHERIA,,PanTHERIA,PanTHERIA,,PanTHERIA,PanTHERIA,PanTHERIA,,,ADW,,"ADW, PanTHERIA",ADW,,,,,,,,,,,,,,,,,,
308478,Blastocerus dichotomus,Blastocerus_dichotomus,Artiodactyla,Cervidae,Blastocerus,dichotomus,https://en.wikipedia.org/wiki/Marsh_deer,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,Data deficient,Data deficient,Data deficient,Data deficient,PanTHERIA,Data deficient,PanTHERIA,PanTHERIA,,,,PanTHERIA,PanTHERIA,,PanTHERIA,,PanTHERIA,,,PanTHERIA,,PanTHERIA,PanTHERIA,,,,,,,ADW,,,,,,,,,,,,,,,,,,
311908,Boselaphus tragocamelus,Boselaphus_tragocamelus,Artiodactyla,Bovidae,Boselaphus,tragocamelus,https://animaldiversity.org/accounts/Boselaphus_tragocamelus/,https://animaldiversity.org/accounts/Boselaphus_tragocamelus/,PanTHERIA,Data deficient,PanTHERIA,Data deficient,PanTHERIA,Data deficient,Data deficient,PanTHERIA,Data deficient,PanTHERIA,,,,PanTHERIA,PanTHERIA,,PanTHERIA,PanTHERIA,,PanTHERIA,,,,,,PanTHERIA,,,,,,"ADW, PanTHERIA",ADW,,,,,,,,,,,,,,,,,,
328706,Bos sauveli,Bos_sauveli,Artiodactyla,Bovidae,Bos,sauveli,https://en.wikipedia.org/wiki/Kouprey,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,Data deficient,Data deficient,Data deficient,Data deficient,PanTHERIA,Data deficient,"https://intocambodia.org/content/kouprey-wild-ox-national-mammal-cambodia#:~:text=Their%20breeding%20season%20is%20started,only%20one%20baby%20is%20born.",PanTHERIA,,,,,,,,,,,PanTHERIA,PanTHERIA,,PanTHERIA,PanTHERIA,,,,ADW,,"ADW, PanTHERIA",ADW,,,,,,,,,,,,,,,,,,
328727,Bubalus depressicornis,Bubalus_depressicornis,Artiodactyla,Bovidae,Bubalus,depressicornis,https://en.wikipedia.org/wiki/Bubalus_(Anoa),PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,Data deficient,Data deficient,Data deficient,Data deficient,PanTHERIA,Data deficient,PanTHERIA,PanTHERIA,,,,PanTHERIA,PanTHERIA,PanTHERIA,,,,,PanTHERIA,PanTHERIA,,PanTHERIA,PanTHERIA,,,,ADW,,"ADW, PanTHERIA",ADW,,,,,,,,,,,,,,,,,,
328729,Bubalus mindorensis,Bubalus_mindorensis,Artiodactyla,Bovidae,Bubalus,mindorensis,https://animaldiversity.org/accounts/Bubalus_mindorensis/,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,Data deficient,Data deficient,Data deficient,Data deficient,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,,,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,,,,PanTHERIA,PanTHERIA,PanTHERIA,,PanTHERIA,PanTHERIA,,,,ADW,,"ADW, PanTHERIA",ADW,,,,,,,,,,,,,,,,,,
328730,Bubalus quarlesi,Bubalus_quarlesi,Artiodactyla,Bovidae,Bubalus,quarlesi,https://animaldiversity.org/accounts/Bubalus_quarlesi/,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,Data deficient,Data deficient,Data deficient,Data deficient,PanTHERIA,Data deficient,PanTHERIA,,,,,PanTHERIA,PanTHERIA,PanTHERIA,,,,,PanTHERIA,PanTHERIA,,,PanTHERIA,,,,ADW,,"ADW, PanTHERIA",ADW,,,,,,,,,,,,,,,,,,
328689,Capra caucasica,Capra_caucasica,Artiodactyla,Bovidae,Capra,caucasica,https://animaldiversity.org/accounts/Capra_caucasica/,https://animaldiversity.org/accounts/Capra_caucasica/,PanTHERIA,Data deficient,PanTHERIA,Data deficient,Data deficient,Data deficient,Data deficient,https://animaldiversity.org/accounts/Capra_caucasica/,Data deficient,PanTHERIA,,,,,PanTHERIA,,PanTHERIA,,,,,PanTHERIA,,PanTHERIA,,,,,,,,"ADW, PanTHERIA",ADW,,,,,,,,,,,,,,,,,,
328691,Capra falconeri,Capra_falconeri,Artiodactyla,Bovidae,Capra,falconeri,https://animaldiversity.org/accounts/Capra_falconeri/,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,Data deficient,PanTHERIA,Data deficient,Data deficient,PanTHERIA,Data deficient,PanTHERIA,PanTHERIA,,,,PanTHERIA,,PanTHERIA,,,,PanTHERIA,PanTHERIA,,,PanTHERIA,PanTHERIA,PanTHERIA,,,ADW,,"ADW, PanTHERIA",ADW,,,,,,,,,,,,,,,,,,
328692,Capra ibex,Capra_ibex,Artiodactyla,Bovidae,Capra,ibex,https://animaldiversity.org/accounts/Capra_ibex/,https://animaldiversity.org/accounts/Capra_ibex/,PanTHERIA,Data deficient,PanTHERIA,Data deficient,PanTHERIA,Data deficient,Data deficient,PanTHERIA,Data deficient,PanTHERIA,PanTHERIA,,,PanTHERIA,PanTHERIA,,PanTHERIA,PanTHERIA,,,,PanTHERIA,,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,,ADW,,"ADW, PanTHERIA",ADW,,,,,,,,,,,,,,,,,,
328693,Capra nubiana,Capra_nubiana,Artiodactyla,Bovidae,Capra,nubiana,https://animaldiversity.org/accounts/Capra_nubiana/,https://animaldiversity.org/accounts/Capra_nubiana/,PanTHERIA,Data deficient,PanTHERIA,Data deficient,Data deficient,Data deficient,Data deficient,https://animaldiversity.org/accounts/Capra_caucasica/,Data deficient,PanTHERIA,,,,,PanTHERIA,,PanTHERIA,,,,,,,,,,,,,ADW,,"ADW, PanTHERIA",ADW,,,,,,,,,,,,,,,,,,
328694,Capra pyrenaica,Capra_pyrenaica,Artiodactyla,Bovidae,Capra,pyrenaica,https://en.wikipedia.org/wiki/Iberian_ibex,https://www.researchgate.net/publication/292601564_Time_distribution_of_activities_in_the_Spanish_ibex_Capra_pyrenaica,PanTHERIA,Data deficient,PanTHERIA,Data deficient,Data deficient,Data deficient,Data deficient,PanTHERIA,Data deficient,PanTHERIA,,PanTHERIA,PanTHERIA,,PanTHERIA,,PanTHERIA,,,,,,,PanTHERIA,,PanTHERIA,,,,ADW,,"ADW, PanTHERIA",ADW,,,,,,,,,,,,,,,,,,
328695,Capra sibirica,Capra_sibirica,Artiodactyla,Bovidae,Capra,sibirica,https://en.wikipedia.org/wiki/Siberian_ibex,https://bioone.org/journals/mammalian-species/volume-2001/issue-675/1545-1410(2001)675%3c0001%3aCS%3e2.0.CO%3b2/Capra-sibirica/10.1644/1545-1410(2001)675%3C0001:CS%3E2.0.CO;2.short,PanTHERIA,Data deficient,PanTHERIA,Data deficient,Data deficient,Data deficient,Data deficient,https://en.wikipedia.org/wiki/Siberian_ibex,Data deficient,PanTHERIA,,,,,,,PanTHERIA,PanTHERIA,,,,,,,,,,,,ADW,,"ADW, PanTHERIA",ADW,,,,,,,,,,,,,,,,,,
328696,Capra walie,Capra_walie,Artiodactyla,Bovidae,Capra,walie,https://animaldiversity.org/accounts/Capra_walie/,https://animaldiversity.org/accounts/Capra_walie/,PanTHERIA,Data deficient,PanTHERIA,Data deficient,Data deficient,Data deficient,Data deficient,https://animaldiversity.org/accounts/Capra_walie/,Data deficient,PanTHERIA,PanTHERIA,,,,PanTHERIA,,,,,PanTHERIA,,,,,PanTHERIA,,,,,ADW,,"ADW, PanTHERIA",ADW,,,,,,,,,,,,,,,,,,
308479,Capreolus capreolus,Capreolus_capreolus,Artiodactyla,Cervidae,Capreolus,capreolus,https://en.wikipedia.org/wiki/Roe_deer,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,Data deficient,PanTHERIA,PanTHERIA,PanTHERIA,https://en.wikipedia.org/wiki/Roe_deer,Data deficient,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,,PanTHERIA,PanTHERIA,,PanTHERIA,,PanTHERIA,,,PanTHERIA,,PanTHERIA,,,,,"ADW, PanTHERIA",ADW,,,,,,,,,,,,,,,,,,
129573,Capreolus pygargus,Capreolus_pygargus,Artiodactyla,Cervidae,Capreolus,pygargus,https://en.wikipedia.org/wiki/Siberian_roe_deer,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,Data deficient,Data deficient,Data deficient,Data deficient,https://en.wikipedia.org/wiki/Siberian_roe_deer,Data deficient,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,,PanTHERIA,,,PanTHERIA,,PanTHERIA,,PanTHERIA,,,PanTHERIA,,PanTHERIA,,,,,,,,,,,,,,,,,,,,,,,,
1038800,Capricornis crispus,Capricornis_crispus,Artiodactyla,Bovidae,Capricornis,crispus,https://animaldiversity.org/accounts/Capricornis_crispus/,https://animaldiversity.org/accounts/Capricornis_crispus/,PanTHERIA,Data deficient,PanTHERIA,Data deficient,Data deficient,Data deficient,Data deficient,https://animaldiversity.org/accounts/Capricornis_crispus/#food_habits,PanTHERIA,PanTHERIA,,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,,PanTHERIA,,PanTHERIA,,PanTHERIA,,,PanTHERIA,,,ADW,,"ADW, PanTHERIA",ADW,,,,,,,,,,,,,,,,,,
7216318,Capricornis milneedwardsii,Capricornis_milneedwardsii,Artiodactyla,Bovidae,Capricornis,milneedwardsii,https://www.ecologyasia.com/verts/mammals/chinese-serow.htm,http://www.wilddocu.de/chinese-serow-capricornis-milneedwardsii/,http://www.wilddocu.de/chinese-serow-capricornis-milneedwardsii/,Data deficient,Data deficient,Data deficient,Data deficient,Data deficient,Data deficient,https://en.wikipedia.org/wiki/Mainland_serow,Data deficient,https://www.ecologyasia.com/verts/mammals/chinese-serow.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7216319,Capricornis rubidus,Capricornis_rubidus,Artiodactyla,Bovidae,Capricornis,rubidus,https://en.wikipedia.org/wiki/Red_serow,http://www.ultimateungulate.com/Artiodactyla/Capricornis_rubidus.html,http://www.ultimateungulate.com/Artiodactyla/Capricornis_rubidus.html,Data deficient,Data deficient,Data deficient,Data deficient,Data deficient,Data deficient,http://www.ultimateungulate.com/Artiodactyla/Capricornis_rubidus.html,Data deficient,http://www.ultimateungulate.com/Artiodactyla/Capricornis_rubidus.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038801,Capricornis sumatraensis,Capricornis_sumatraensis,Artiodactyla,Bovidae,Capricornis,sumatraensis,https://en.wikipedia.org/wiki/Sumatran_serow,PanTHERIA,PanTHERIA,Data deficient,PanTHERIA,Data deficient,Data deficient,Data deficient,Data deficient,PanTHERIA,Data deficient,PanTHERIA,,,,,PanTHERIA,,PanTHERIA,PanTHERIA,,,,,,PanTHERIA,,PanTHERIA,PanTHERIA,,,ADW,,"ADW, PanTHERIA",ADW,,,,,,,,,,,,,,,,,,
1038802,Capricornis swinhoei,Capricornis_swinhoei,Artiodactyla,Bovidae,Capricornis,swinhoei,https://en.wikipedia.org/wiki/Taiwan_serow,https://en.wikipedia.org/wiki/Taiwan_serow,https://en.wikipedia.org/wiki/Taiwan_serow,Data deficient,Data deficient,Data deficient,Data deficient,Data deficient,Data deficient,https://en.wikipedia.org/wiki/Taiwan_serow,Data deficient,https://en.wikipedia.org/wiki/Taiwan_serow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7216320,Capricornis thar,Capricornis_thar,Artiodactyla,Bovidae,Capricornis,thar,https://en.wikipedia.org/wiki/Himalayan_serow,http://www.wilddocu.de/himalayan-serow-capricornis-thar/,http://www.wilddocu.de/himalayan-serow-capricornis-thar/,Data deficient,Data deficient,Data deficient,Data deficient,Data deficient,Data deficient,http://www.wilddocu.de/himalayan-serow-capricornis-thar/,Data deficient,http://www.wilddocu.de/himalayan-serow-capricornis-thar/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328336,Catagonus wagneri,Catagonus_wagneri,Artiodactyla,Tayassuidae,Catagonus,wagneri,https://en.wikipedia.org/wiki/Chacoan_peccary,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,Data deficient,PanTHERIA,Data deficient,Data deficient,PanTHERIA,Data deficient,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,,PanTHERIA,,PanTHERIA,PanTHERIA,,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,,,,,,ADW,,,,,,,,,,,,,,,,,,
328701,Cephalophus adersi,Cephalophus_adersi,Artiodactyla,Bovidae,Cephalophus,adersi,https://en.wikipedia.org/wiki/Aders%27s_duiker,https://en.wikipedia.org/wiki/Aders%27s_duiker,PanTHERIA,Data deficient,PanTHERIA,Data deficient,Data deficient,Data deficient,Data deficient,PanTHERIA,Data deficient,PanTHERIA,PanTHERIA,,,,PanTHERIA,,PanTHERIA,,,PanTHERIA,PanTHERIA,,,PanTHERIA,PanTHERIA,PanTHERIA,,,,,,,,,,,,,,,,,,,,,,,,,
4447179,Cephalophus brookei,Cephalophus_brookei,Artiodactyla,Bovidae,Cephalophus,brookei,https://eol.org/pages/4447179,Data deficient,Data deficient,Data deficient,Data deficient,Data deficient,Data deficient,Data deficient,Data deficient,https://www.gbif.org/species/4262456,Data deficient,Data deficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328702,Cephalophus callipygus,Cephalophus_callipygus,Artiodactyla,Bovidae,Cephalophus,callipygus,https://en.wikipedia.org/wiki/Peters%27s_duiker,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,Data deficient,Data deficient,Data deficient,Data deficient,PanTHERIA,Data deficient,http://www.ultimateungulate.com/Artiodactyla/Cephalophus_callipygus.html,PanTHERIA,PanTHERIA,PanTHERIA,,http://www.ultimateungulate.com/Artiodactyla/Cephalophus_callipygus.html,,,PanTHERIA,,,,,,PanTHERIA,PanTHERIA,PanTHERIA,,,,,,,,,,,,,,,,,,,,,,,,,
328703,Cephalophus dorsalis,Cephalophus_dorsalis,Artiodactyla,Bovidae,Cephalophus,dorsalis,https://en.wikipedia.org/wiki/Bay_duiker,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,Data deficient,PanTHERIA,Data deficient,Data deficient,PanTHERIA,Data deficient,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,,PanTHERIA,,PanTHERIA,PanTHERIA,,,,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,,,,,,,,,,,,,,,,,,,,,,,,,
328713,Cephalophus jentinki,Cephalophus_jentinki,Artiodactyla,Bovidae,Cephalophus,jentinki,https://en.wikipedia.org/wiki/Jentink%27s_duiker,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,Data deficient,Data deficient,Data deficient,Data deficient,PanTHERIA,Data deficient,"http://www.ultimateungulate.com/Artiodactyla/Cephalophus_jentinki.html#:~:text=Reproduction%20and%20Development&text=Probably%203%2D4%20months.,breeding%20patterns%20of%20Jentink's%20duiker.",,,,,PanTHERIA,,PanTHERIA,PanTHERIA,,PanTHERIA,,,,PanTHERIA,,PanTHERIA,,,,,,,,,,,,,,,,,,,,,,,,,
328714,Cephalophus leucogaster,Cephalophus_leucogaster,Artiodactyla,Bovidae,Cephalophus,leucogaster,https://en.wikipedia.org/wiki/White-bellied_duiker,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,Data deficient,Data deficient,Data deficient,Data deficient,PanTHERIA,Data deficient,Data deficient,PanTHERIA,,,,PanTHERIA,,PanTHERIA,,,,,,,PanTHERIA,PanTHERIA,PanTHERIA,,,,,,,,,,,,,,,,,,,,,,,,,
328717,Cephalophus natalensis,Cephalophus_natalensis,Artiodactyla,Bovidae,Cephalophus,natalensis,https://en.wikipedia.org/wiki/Red_forest_duiker,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,Data deficient,Data deficient,Data deficient,Data deficient,PanTHERIA,Data deficient,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,,PanTHERIA,PanTHERIA,,PanTHERIA,,,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,,,,,,,,,,,,,,,,,,,,,,,,,
328709,Cephalophus niger,Cephalophus_niger,Artiodactyla,Bovidae,Cephalophus,niger,https://animaldiversity.org/accounts/Cephalophus_niger/,https://animaldiversity.org/accounts/Cephalophus_niger/,PanTHERIA,Data deficient,PanTHERIA,Data deficient,Data deficient,Data deficient,Data deficient,PanTHERIA,Data deficient,PanTHERIA,PanTHERIA,,,,PanTHERIA,,PanTHERIA,PanTHERIA,,PanTHERIA,,,,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,,,ADW,,"ADW, PanTHERIA",ADW,,,,,,,,,,,,,,,,,,
328718,Cephalophus nigrifrons,Cephalophus_nigrifrons,Artiodactyla,Bovidae,Cephalophus,nigrifrons,https://en.wikipedia.org/wiki/Black-fronted_duiker,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,Data deficient,Data deficient,Data deficient,Data deficient,PanTHERIA,Data deficient,Data deficient,PanTHERIA,,,,,,PanTHERIA,,,PanTHERIA,,,,PanTHERIA,PanTHERIA,PanTHERIA,,,,,,,,,,,,,,,,,,,,,,,,,
328719,Cephalophus ogilbyi,Cephalophus_ogilbyi,Artiodactyla,Bovidae,Cephalophus,ogilbyi,https://en.wikipedia.org/wiki/Ogilby%27s_duiker,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,Data deficient,Data deficient,Data deficient,Data deficient,https://en.wikipedia.org/wiki/Ogilby%27s_duiker,Data deficient,PanTHERIA,,PanTHERIA,PanTHERIA,,PanTHERIA,,,,,,,,,PanTHERIA,,,,,,,,,,,,,,,,,,,,,,,,,,,
328721,Cephalophus rufilatus,Cephalophus_rufilatus,Artiodactyla,Bovidae,Cephalophus,rufilatus,https://en.wikipedia.org/wiki/Red-flanked_duiker,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,Data deficient,PanTHERIA,Data deficient,Data deficient,PanTHERIA,Data deficient,PanTHERIA,PanTHERIA,,,,PanTHERIA,,PanTHERIA,PanTHERIA,,PanTHERIA,,,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,,,ADW,,"ADW, PanTHERIA",ADW,,,,,,,,,,,,,,,,,,
328708,Cephalophus silvicultor,Cephalophus_silvicultor,Artiodactyla,Bovidae,Cephalophus,silvicultor,https://en.wikipedia.org/wiki/Yellow-backed_duiker,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,Data deficient,Data deficient,Data deficient,Data deficient,PanTHERIA,Data deficient,PanTHERIA,PanTHERIA,,,PanTHERIA,PanTHERIA,,PanTHERIA,PanTHERIA,,PanTHERIA,,,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,,,ADW,,"ADW, PanTHERIA",ADW,,,,,,,,,,,,,,,,,,
328722,Cephalophus spadix,Cephalophus_spadix,Artiodactyla,Bovidae,Cephalophus,spadix,https://en.wikipedia.org/wiki/Abbott%27s_duiker,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,Data deficient,Data deficient,Data deficient,Data deficient,PanTHERIA,Data deficient,Data deficient,PanTHERIA,,,,,,PanTHERIA,,,,,,,PanTHERIA,PanTHERIA,PanTHERIA,,,,,,,,,,,,,,,,,,,,,,,,,
328723,Cephalophus weynsi,Cephalophus_weynsi,Artiodactyla,Bovidae,Cephalophus,weynsi,https://en.wikipedia.org/wiki/Weyns%27s_duiker,http://www.ultimateungulate.com/artiodactyla/Cephalophus_weynsi.html,http://www.ultimateungulate.com/artiodactyla/Cephalophus_weynsi.html,Data deficient,Data deficient,Data deficient,Data deficient,Data deficient,Data deficient,http://www.ultimateungulate.com/artiodactyla/Cephalophus_weynsi.html,Data deficient,Data deficient,,,,,,,PanTHERIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328710,Cephalophus zebra,Cephalophus_zebra,Artiodactyla,Bovidae,Cephalophus,zebra,https://en.wikipedia.org/wiki/Zebra_duiker,https://en.wikipedia.org/wiki/Zebra_duiker,PanTHERIA,Data deficient,PanTHERIA,Data deficient,Data deficient,Data deficient,Data deficient,PanTHERIA,Data deficient,PanTHERIA,PanTHERIA,,,,PanTHERIA,,PanTHERIA,PanTHERIA,,,,,,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,,,,,"ADW, PanTHERIA",ADW,,,,,,,,,,,,,,,,,,
311503,Ceratotherium simum,Ceratotherium_simum,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,https://en.wikipedia.org/wiki/Northern_white_rhinoceros,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,Data deficient,PanTHERIA,Data deficient,Data deficient,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,,PanTHERIA,PanTHERIA,,PanTHERIA,PanTHERIA,PanTHERIA,,,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,,ADW,,,ADW,,,,,,,,,,,,,,,,,,
328649,Cervus elaphus,Cervus_elaphus,Artiodactyla,Cervidae,Cervus,elaphus,https://en.wikipedia.org/wiki/Red_deer,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,Data deficient,PanTHERIA,Data deficient,Data deficient,PanTHERIA,Data deficient,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,,PanTHERIA,,PanTHERIA,PanTHERIA,,PanTHERIA,,PanTHERIA,PanTHERIA,,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,,ADW,,"ADW, PanTHERIA",ADW,,,,,,,,,,,,,,,,,,
328650,Cervus nippon,Cervus_nippon,Artiodactyla,Cervidae,Cervus,nippon,https://animaldiversity.org/accounts/Cervus_nippon/,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,Data deficient,PanTHERIA,Data deficient,Data deficient,PanTHERIA,Data deficient,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,,PanTHERIA,,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,,,ADW,,"ADW, PanTHERIA",ADW,,,,,,,,,,,,,,,,,,
308530,Connochaetes gnou,Connochaetes_gnou,Artiodactyla,Bovidae,Connochaetes,gnou,https://en.wikipedia.org/wiki/Black_wildebeest,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,Data deficient,PanTHERIA,Data deficient,Data deficient,PanTHERIA,Data deficient,PanTHERIA,PanTHERIA,PanTHERIA,,,PanTHERIA,,PanTHERIA,PanTHERIA,,PanTHERIA,,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,,,ADW,,"ADW, PanTHERIA",ADW,,,,,,,,,,,,,,,,,,
308531,Connochaetes taurinus,Connochaetes_taurinus,Artiodactyla,Bovidae,Connochaetes,taurinus,https://en.wikipedia.org/wiki/Blue_wildebeest,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,Data deficient,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,Data deficient,PanTHERIA,PanTHERIA,,,PanTHERIA,PanTHERIA,,PanTHERIA,PanTHERIA,,PanTHERIA,,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,PanTHERIA,,ADW,,"ADW, PanTHERIA",ADW,,,,,,,,,,,,,,,,,,
