ID_EoL,BinomialName,Order,Family,Genus,Species,Domestication,1-1_ActivityCycle,5-1_AdultBodyMass_g,8-1_AdultForearmLen_mm,13-1_AdultHeadBodyLen_mm,2-1_AgeatEyeOpening_d,3-1_AgeatFirstBirth_d,18-1_BasalMetRate_mLO2hr,5-2_BasalMetRateMass_g,6-1_DietBreadth,7-1_DispersalAge_d,9-1_GestationLen_d,12-1_HabitatBreadth,22-1_HomeRange_km2,22-2_HomeRange_Indiv_km2,14-1_InterbirthInterval_d,15-1_LitterSize,16-1_LittersPerYear,17-1_MaxLongevity_m,5-3_NeonateBodyMass_g,13-2_NeonateHeadBodyLen_mm,21-1_PopulationDensity_n/km2,10-1_PopulationGrpSize,23-1_SexualMaturityAge_d,10-2_SocialGrpSize,24-1_TeatNumber,12-2_Terrestriality,6-2_TrophicLevel,25-1_WeaningAge_d,5-4_WeaningBodyMass_g,13-3_WeaningHeadBodyLen_mm,Diet,GestationPeriod,AVGFoodConsumption,Sociality,SocialHierarchy,NumMales,MaturityReachMale,MaturityReachFemale,MatingSystem,NumOffspring,BreedingInterval,YearRoundBreeding,AVGWeight,ParentalCare,DevelopmentStrategy,Horns/Antler,Topspeed,Lifespan,NaturalPredators,Motility,CarryWeight,PullStrength,AVGMovingSpeed,AVGTravelDistance
7216319,Capricornis_rubidus,Artiodactyla,Bovidae,Capricornis,rubidus,,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,NA,NA,NA,NA,2,NA,,,NA,,NA,,,,
1038801,Capricornis_sumatraensis,Artiodactyla,Bovidae,Capricornis,sumatraensis,,-999.00,110942.22,-999.00,1449.99,-999.00,-999.00,-999.00,-999.00,2.00,-999.00,231.37,-999.00,-999.00,-999.00,-999.00,1.22,-999.00,252.00,4100.00,-999.00,-999.00,-999.00,-999.00,-999.00,4,-999.00,1,166.34,-999.00,-999.00,4,212.9169,,1,2,,NA,NA,NA,1.22,NA,2,NA,2,1,,,15,,1,,,,
1038802,Capricornis_swinhoei,Artiodactyla,Bovidae,Capricornis,swinhoei,,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,NA,NA,NA,NA,2,NA,,,NA,,NA,,,,
7216320,Capricornis_thar,Artiodactyla,Bovidae,Capricornis,thar,,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,NA,NA,NA,NA,2,NA,,,NA,,NA,,,,
328336,Catagonus_wagneri,Artiodactyla,Tayassuidae,Catagonus,wagneri,,3.00,35566.40,140.59,1025.93,-999.00,730.00,-999.00,-999.00,6.00,-999.00,152.08,1.00,7.00,8.03,-999.00,2.47,-999.00,108.00,600.20,-999.00,9.24,4.50,821.58,5.75,8,1.00,2,60.37,-999.00,-999.00,NA,NA,,NA,2,,NA,36.0328,NA,2.47,NA,NA,34,2,NA,,,15,,NA,,,,
328701,Cephalophus_adersi,Artiodactyla,Bovidae,Cephalophus,adersi,,-999.00,9249.95,-999.00,690.00,-999.00,-999.00,-999.00,-999.00,4.00,-999.00,120.00,1.00,-999.00,-999.00,-999.00,1.00,-999.00,48.96,-999.00,-999.00,3.65,1.50,-999.00,-999.00,4,1.00,1,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,1,NA,NA,NA,2,NA,,,15,,1,,,,
4447179,Cephalophus_brookei,Artiodactyla,Bovidae,Cephalophus,brookei,,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,NA,NA,NA,NA,2,NA,,,NA,,NA,,,,
328702,Cephalophus_callipygus,Artiodactyla,Bovidae,Cephalophus,callipygus,,3.00,19079.23,-999.00,1014.28,-999.00,-999.00,-999.00,-999.00,3.00,-999.00,-999.00,1.00,0.32,0.30,-999.00,-999.00,-999.00,-999.00,2800.00,-999.00,-999.00,-999.00,-999.00,-999.00,4,1.00,1,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,NA,NA,NA,NA,2,NA,,,NA,,1,,,,
328703,Cephalophus_dorsalis,Artiodactyla,Bovidae,Cephalophus,dorsalis,,1.00,20000.00,-999.00,849.99,-999.00,760.41,-999.00,-999.00,4.00,-999.00,238.00,1.00,0.27,0.26,-999.00,1.00,-999.00,204.96,1611.37,-999.00,-999.00,-999.00,547.46,1.00,4,1.00,2,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,1,NA,NA,11,2,NA,,,15,,1,,,,
328713,Cephalophus_jentinki,Artiodactyla,Bovidae,Cephalophus,jentinki,,1.00,68489.54,-999.00,1349.99,-999.00,-999.00,-999.00,-999.00,4.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1.00,-999.00,210.00,4581.46,-999.00,0.10,-999.00,-999.00,-999.00,4,-999.00,1,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,1,NA,NA,700,2,NA,,,15,,1,,,,
328714,Cephalophus_leucogaster,Artiodactyla,Bovidae,Cephalophus,leucogaster,,3.00,13208.69,-999.00,939.32,-999.00,-999.00,-999.00,-999.00,5.00,-999.00,-999.00,1.00,-999.00,-999.00,-999.00,1.00,-999.00,63.96,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,4,1.00,2,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,1,NA,NA,NA,2,NA,,,15,,1,,,,
328717,Cephalophus_natalensis,Artiodactyla,Bovidae,Cephalophus,natalensis,,3.00,12724.51,-999.00,786.14,-999.00,-999.00,-999.00,-999.00,4.00,-999.00,212.97,1.00,0.06,0.09,235.00,1.00,-999.00,180.00,954.89,-999.00,6.92,-999.00,-999.00,2.00,4,1.00,1,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,1,235,NA,10,2,NA,,,15,,1,,,,
328709,Cephalophus_niger,Artiodactyla,Bovidae,Cephalophus,niger,,-999.00,19094.32,-999.00,1041.80,-999.00,-999.00,-999.00,-999.00,7.00,-999.00,126.00,1.00,-999.00,-999.00,-999.00,1.00,-999.00,122.04,1940.00,-999.00,1.14,-999.00,-999.00,-999.00,4,1.00,2,89.49,-999.00,-999.00,6,170.3335,,1,2,,13.5000,13.5000,NA,1,NA,1,18,2,2,,,15,,1,,,,
328718,Cephalophus_nigrifrons,Artiodactyla,Bovidae,Cephalophus,nigrifrons,,2.00,14676.33,-999.00,944.21,-999.00,-999.00,-999.00,-999.00,4.00,-999.00,-999.00,1.00,-999.00,-999.00,-999.00,-999.00,-999.00,236.40,-999.00,-999.00,2.00,-999.00,-999.00,-999.00,4,1.00,1,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,NA,NA,NA,13,2,NA,,,19,,1,,,,
328719,Cephalophus_ogilbyi,Artiodactyla,Bovidae,Cephalophus,ogilbyi,,3.00,18386.42,-999.00,1000.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,121.66,-999.00,0.07,0.08,-999.00,1.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,4,-999.00,-999,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,1,NA,NA,NA,2,NA,,,NA,,NA,,,,
328721,Cephalophus_rufilatus,Artiodactyla,Bovidae,Cephalophus,rufilatus,,3.00,12114.57,-999.00,650.00,-999.00,794.63,-999.00,-999.00,5.00,-999.00,233.99,1.00,-999.00,-999.00,-999.00,1.00,-999.00,114.00,975.10,-999.00,3.18,-999.00,-999.00,1.00,4,1.00,2,85.59,-999.00,-999.00,6,237.2502,,1,2,,9.0000,9.0000,1,1,NA,2,13,2,2,,,19,,1,,,,
328708,Cephalophus_silvicultor,Artiodactyla,Bovidae,Cephalophus,silvicultor,,2.00,62006.60,-999.00,1324.76,-999.00,-999.00,-999.00,-999.00,5.00,-999.00,234.43,1.00,-999.00,-999.00,306.00,1.00,-999.00,207.96,4400.72,-999.00,0.50,-999.00,-999.00,1.00,4,1.00,2,34.90,-999.00,-999.00,1,121.6668,,1,2,,15.0000,10.5000,1,1,306,1,62,2,NA,,,19,,1,,,,
328722,Cephalophus_spadix,Artiodactyla,Bovidae,Cephalophus,spadix,,1.00,56857.02,-999.00,1174.48,-999.00,-999.00,-999.00,-999.00,3.00,-999.00,-999.00,1.00,-999.00,-999.00,-999.00,-999.00,-999.00,65.04,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,4,1.00,1,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,NA,NA,NA,NA,2,NA,,,19,,1,,,,
328723,Cephalophus_weynsi,Artiodactyla,Bovidae,Cephalophus,weynsi,,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,183.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,NA,NA,NA,NA,2,NA,,,19,,1,,,,
328710,Cephalophus_zebra,Artiodactyla,Bovidae,Cephalophus,zebra,,-999.00,15654.75,-999.00,874.99,-999.00,-999.00,-999.00,-999.00,3.00,-999.00,223.89,1.00,-999.00,-999.00,-999.00,1.00,-999.00,146.04,1704.99,-999.00,-999.00,-999.00,-999.00,-999.00,4,1.00,2,13.64,-999.00,-999.00,NA,228.1252,,1,2,,NA,NA,NA,1,NA,NA,175,2,NA,,,19,,1,,,,
311503,Ceratotherium_simum,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,,2.00,2285939.43,-999.00,2586.81,-999.00,2463.75,-999.00,-999.00,1.00,902.99,534.19,1.00,19.09,19.00,967.25,1.00,-999.00,600.00,48500.00,-999.00,0.47,3.75,2741.23,-999.00,-999,1.00,1,365.00,274482.35,-999.00,4,540,,NA,1,,72.0000,48.0000,4,1,1009,1,21,2,NA,,,50,,1,,,,
328649,Cervus_elaphus,Artiodactyla,Cervidae,Cervus,elaphus,,2.00,240867.13,-999.00,2136.72,-999.00,993.71,-999.00,-999.00,5.00,-999.00,235.61,1.00,58.42,54.81,-999.00,1.09,-999.00,321.60,8255.82,-999.00,2.90,-999.00,659.91,17.50,-999,1.00,1,104.64,43977.20,-999.00,6,254.4356,,2,2,,16.0000,16.0000,3,1.09,12,2,200,2,1,,,20,,1,,,,
328650,Cervus_nippon,Artiodactyla,Cervidae,Cervus,nippon,,2.00,52999.99,-999.00,1200.51,-999.00,1095.00,-999.00,-999.00,2.00,-999.00,223.66,1.00,1.43,0.62,-999.00,1.00,-999.00,305.04,4277.11,570.00,0.75,-999.00,518.12,7.50,4,1.00,1,197.70,-999.00,-999.00,4,212.9169,,2,2,,17.0000,17.0000,3,1,NA,2,42,2,2,,,25,,1,,,,
308530,Connochaetes_gnou,Artiodactyla,Bovidae,Connochaetes,gnou,,2.00,156547.53,-999.00,1821.79,-999.00,912.50,-999.00,-999.00,2.00,-999.00,256.76,1.00,0.95,-999.00,-999.00,1.00,-999.00,240.00,10941.45,-999.00,34.62,-999.00,965.63,26.75,2,1.00,1,111.57,-999.00,-999.00,4,250.9377,,2,1,,36.0000,24.0000,3,1,NA,2,132,2,2,,,19,,1,,,,
308531,Connochaetes_taurinus,Artiodactyla,Bovidae,Connochaetes,taurinus,,2.00,198619.68,-999.00,2014.99,-999.00,730.00,26460.00,90000.00,1.00,-999.00,251.49,1.00,-999.00,-999.00,365.00,0.98,-999.00,258.00,18044.36,-999.00,7.99,-999.00,841.82,20.00,2,1.00,1,256.32,51051.33,-999.00,4,243.3336,,2,2,,24.0000,16.0000,3,0.98,365,2,164,2,NA,,,19,,NA,,,,
313992,Dama_dama,Artiodactyla,Cervidae,Dama,dama,,2.00,57224.61,-999.00,-999.00,-999.00,1095.00,-999.00,-999.00,2.00,319.37,230.00,1.00,0.71,0.61,365.00,1.00,-999.00,300.00,4698.44,621.14,21.99,-999.00,543.28,10.50,-999,1.00,1,177.63,16720.38,-999.00,4,238,,1,2,,17.0000,16.0000,3,1,365,2,70,2,1,,,25,,1,,,,
4447088,Damaliscus_korrigum,Artiodactyla,Bovidae,Damaliscus,korrigum,,-999.00,127194.87,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,150.96,-999.00,-999.00,3.29,-999.00,1094.37,-999.00,2,-999.00,-999,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,25,,1,,,,
308534,Damaliscus_lunatus,Artiodactyla,Bovidae,Damaliscus,lunatus,,2.00,136000.33,-999.00,1700.00,-999.00,912.50,-999.00,-999.00,1.00,-999.00,238.00,1.00,-999.00,-999.00,-999.00,0.98,-999.00,216.00,11000.00,-999.00,2.74,-999.00,665.30,3.60,2,1.00,1,-999.00,-999.00,-999.00,NA,241.2044,,2,1,,NA,21.0082,NA,0.98,NA,NA,110,2,2,,,25,,1,,,,
308532,Damaliscus_pygargus,Artiodactyla,Bovidae,Damaliscus,pygargus,,-999.00,77784.55,-999.00,-999.00,-999.00,1003.75,-999.00,-999.00,-999.00,-999.00,240.54,-999.00,-999.00,-999.00,365.00,1.41,-999.00,260.04,6873.81,-999.00,24.56,-999.00,620.76,-999.00,2,-999.00,-999,121.66,21189.56,-999.00,NA,243.3336,,2,1,,NA,23.2438,NA,1.41,365,2,84,NA,2,,,21,,1,,,,
18752659,Damaliscus_superstes,Artiodactyla,Bovidae,Damaliscus,superstes,,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,,,,
311504,Dicerorhinus_sumatrensis,Perissodactyla,Rhinocerotidae,Dicerorhinus,sumatrensis,,2.00,1046156.04,-999.00,2769.99,-999.00,-999.00,-999.00,-999.00,2.00,-999.00,310.19,2.00,11.87,12.72,1277.50,1.00,-999.00,420.00,22849.50,911.99,1.05,1.00,2784.26,-999.00,-999,1.00,1,362.93,-999.00,-999.00,6,236 ,,NA,2,,NA,90.0163,NA,1,1278,NA,12,2,NA,,,32,,1,,,,
311501,Diceros_bicornis,Perissodactyla,Rhinocerotidae,Diceros,bicornis,,-999.00,995940.54,-999.00,2849.99,-999.00,2053.12,-999.00,-999.00,2.00,-999.00,466.24,1.00,11.48,13.24,1049.37,1.00,-999.00,564.00,34999.99,-999.00,0.11,1.00,2199.16,1.00,-999,1.00,1,583.09,426865.48,-999.00,6,456.2505,,1,2,,90.0000,72.0000,3,1,1059,1,11,2,1,,,45,,1,,,,
308538,Dorcatragus_megalotis,Artiodactyla,Bovidae,Dorcatragus,megalotis,,3.00,10918.12,-999.00,779.98,-999.00,-999.00,-999.00,-999.00,3.00,-999.00,-999.00,1.00,-999.00,-999.00,-999.00,1.00,-999.00,168.00,-999.00,-999.00,-999.00,-999.00,-999.00,7.00,2,1.00,1,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,1,NA,NA,NA,2,NA,,,45,,NA,,,,
308480,Elaphodus_cephalophus,Artiodactyla,Cervidae,Elaphodus,cephalophus,,-999.00,23087.87,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,181.24,-999.00,-999.00,-999.00,-999.00,1.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,631.37,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,6,182.5002,,1,2,,21.0000,21.0000,3,1,NA,2,33,2,1,,,12,,1,,,,
308403,Elaphurus_davidianus,Artiodactyla,Cervidae,Elaphurus,davidianus,,-999.00,165989.17,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,2.00,-999.00,286.49,1.00,-999.00,-999.00,359.50,1.22,-999.00,279.60,10467.50,-999.00,-999.00,-999.00,-999.00,-999.00,-999,1.00,1,155.59,-999.00,-999.00,4,283.7878,,2,2,,27.0000,27.0000,3,1.22,360,2,186,NA,NA,,,23,,1,,,,
328647,Equus_asinus,Perissodactyla,Equidae,Equus,asinus,,-999.00,164998.49,-999.00,-999.00,-999.00,866.87,-999.00,-999.00,-999.00,-999.00,367.00,1.00,139.69,-999.00,-999.00,1.00,-999.00,564.00,29249.99,-999.00,3.06,-999.00,742.46,-999.00,-999,1.00,-999,-999.00,32500.00,-999.00,4,365.0004,,2,2,,33.0411,24.0000,3,1,NA,1,164,2,1,,,47,,1,,,,
47186326,Equus_burchellii,Perissodactyla,Equidae,Equus,burchellii,,-999.00,279160.65,-999.00,-999.00,-999.00,1277.50,-999.00,-999.00,3.00,-999.00,371.20,1.00,127.99,120.07,385.00,1.00,-999.00,480.00,32274.54,-999.00,7.00,5.10,709.82,-999.00,-999,1.00,1,294.11,165361.14,-999.00,4,378,,2,1,,19.0000,19.0000,3,NA,NA,NA,NA,NA,1,,,NA,,NA,,,,
328648,Equus_caballus,Perissodactyla,Equidae,Equus,caballus,,2.00,403598.53,-999.00,-999.00,0.00,912.50,-999.00,-999.00,1.00,742.31,338.97,1.00,15.62,16.32,547.50,1.00,1.00,744.00,37899.99,-999.00,-999.00,-999.00,834.72,-999.00,2,1.00,1,341.76,-999.00,-999.00,4,353,,2,1,,72.0000,29.5000,3,1,548,2,300,2,1,,,62,,1,,,,
129473,Equus_grevyi,Perissodactyla,Equidae,Equus,grevyi,,-999.00,408000.35,-999.00,2700.00,-999.00,1642.50,-999.00,-999.00,1.00,843.65,406.00,1.00,-999.00,-999.00,-999.00,1.00,0.50,312.00,39999.99,-999.00,2.27,-999.00,1341.92,-999.00,-999,1.00,1,271.70,-999.00,-999.00,4,398,,1,1,,48.0000,42.0000,3,1,575,1,384,2,1,,,28,,1,,,,
311507,Equus_hemionus,Perissodactyla,Equidae,Equus,hemionus,,-999.00,235248.07,-999.00,2250.00,-999.00,1277.50,-999.00,-999.00,2.00,547.50,346.00,1.00,-999.00,-999.00,547.50,1.00,-999.00,465.60,-999.00,-999.00,0.69,3.00,1184.16,3.00,-999,1.00,1,456.25,-999.00,-999.00,4,33823.3704,,2,2,,42.0000,42.0000,1,1,458,2,230,2,NA,,,22,,1,,,,
311506,Equus_kiang,Perissodactyla,Equidae,Equus,kiang,,-999.00,281138.63,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,260.76,1.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,40.00,-999,1.00,-999,-999.00,-999.00,-999.00,4,365.0004,,2,1,,24.0000,24.0000,3,NA,NA,2,275,2,1,,,26,,1,,,,
311502,Equus_quagga,Perissodactyla,Equidae,Equus,quagga,,-999.00,400000.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,240.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,26,,1,,,,
129474,Equus_zebra,Perissodactyla,Equidae,Equus,zebra,,3.00,282462.13,-999.00,2350.00,-999.00,1633.37,-999.00,-999.00,2.00,655.29,363.49,1.00,7.40,6.88,653.95,1.00,0.35,288.00,29496.68,1000.00,1.32,4.00,963.17,13.00,-999,1.00,1,181.46,117097.78,-999.00,4,365 ,,2,1,,42.0000,49.0000,3,1,670,1,296,2,1,,,20,,1,,,,
129515,Eudorcas_rufifrons,Artiodactyla,Bovidae,Eudorcas,rufifrons,,-999.00,26999.77,-999.00,885.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,174.73,1.00,-999.00,-999.00,-999.00,1.00,-999.00,162.00,-999.00,-999.00,1.56,-999.00,-999.00,-999.00,-999,1.00,-999,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,1,NA,NA,NA,NA,NA,,,20,,1,,,,
129516,Eudorcas_rufina,Artiodactyla,Bovidae,Eudorcas,rufina,,-999.00,39999.99,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,1,,,,
129521,Eudorcas_thomsonii,Artiodactyla,Bovidae,Eudorcas,thomsonii,,2.00,22907.43,-999.00,885.00,-999.00,552.51,-999.00,-999.00,2.00,-999.00,166.14,1.00,-999.00,-999.00,193.90,1.00,-999.00,182.04,2500.00,-999.00,12.53,-999.00,418.38,-999.00,-999,1.00,1,93.25,-999.00,-999.00,4,182.5002,,2,2,,NA,NA,3,1,1939,1,NA,2,2,,,20,,NA,,,,
308548,Gazella_arabica,Artiodactyla,Bovidae,Gazella,arabica,,-999.00,24124.67,-999.00,1000.00,-999.00,-999.00,-999.00,-999.00,2.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1.50,-999.00,135.96,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,1,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,1.5,NA,NA,NA,NA,NA,,,20,,NA,,,,
308550,Gazella_bennettii,Artiodactyla,Bovidae,Gazella,bennettii,,-999.00,18916.67,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,6,159.6876,,1,2,,24.0000,12.0000,4,NA,NA,2,189,NA,1,,,NA,,1,,,,
311406,Gazella_cuvieri,Artiodactyla,Bovidae,Gazella,cuvieri,,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,1.46,274,NA,17,NA,NA,,,20,,1,,,,
129511,Gazella_dorcas,Artiodactyla,Bovidae,Gazella,dorcas,,2.00,15635.95,-999.00,965.68,-999.00,836.45,-999.00,-999.00,6.00,-999.00,172.00,1.00,15.52,-999.00,337.85,1.22,-999.00,209.04,1573.21,499.99,2.30,-999.00,620.76,6.75,-999,1.00,2,61.35,4001.14,-999.00,6,182.5002,,2,1,,19.3644,24.0000,3,1.22,338,2,14,2,1,,,20,,1,,,,
24183270,Gazella_erlangeri,Artiodactyla,Bovidae,Gazella,erlangeri,,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,,,,
129512,Gazella_gazella,Artiodactyla,Bovidae,Gazella,gazella,,2.00,21306.83,-999.00,1012.85,0.00,547.50,-999.00,-999.00,3.00,182.50,180.00,1.00,1.46,1.37,228.12,1.22,-999.00,219.00,2124.99,-999.00,0.40,-999.00,485.11,7.20,-999,1.00,1,86.17,-999.00,-999.00,4,182.5002,,1,2,,27.0000,27.0000,4,1.22,297,2,23,2,NA,,,18,,1,,,,
129514,Gazella_leptoceros,Artiodactyla,Bovidae,Gazella,leptoceros,,-999.00,24645.75,-999.00,1032.67,-999.00,319.37,-999.00,-999.00,2.00,-999.00,167.29,1.00,-999.00,-999.00,-999.00,1.00,-999.00,168.00,4615.30,-999.00,-999.00,-999.00,-999.00,-999.00,-999,1.00,1,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,1,NA,NA,48,NA,NA,,,18,,1,,,,
129517,Gazella_saudiya,Artiodactyla,Bovidae,Gazella,saudiya,,-999.00,16000.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,,,,
129519,Gazella_spekei,Artiodactyla,Bovidae,Gazella,spekei,,-999.00,20000.00,-999.00,885.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,178.59,1.00,-999.00,-999.00,206.50,1.00,-999.00,152.04,1250.00,-999.00,-999.00,-999.00,403.21,14.25,-999,1.00,-999,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,1,205,NA,20,NA,NA,,,18,,1,,,,
129520,Gazella_subgutturosa,Artiodactyla,Bovidae,Gazella,subgutturosa,,2.00,26981.37,-999.00,957.35,-999.00,-999.00,-999.00,-999.00,3.00,-999.00,159.68,1.00,-999.00,-999.00,-999.00,1.39,-999.00,240.00,2317.85,-999.00,0.64,-999.00,413.84,5.50,4,1.00,1,116.41,-999.00,-999.00,4,167.2918,,1,2,,10.5000,5.0000,3,1.39,NA,2,48,2,1,,,15,,1,,,,
308378,Giraffa_camelopardalis,Artiodactyla,Giraffidae,Giraffa,camelopardalis,,2.00,964654.73,-999.00,4177.03,-999.00,1825.00,-999.00,-999.00,5.00,-999.00,455.25,1.00,81.52,99.56,608.33,1.29,1.00,435.60,55244.90,-999.00,1.23,-999.00,1633.59,100.00,4,1.00,1,212.91,-999.00,-999.00,4,434,,2,1,,54.0000,42.0000,3,1.29,620,2,800,2,1,,,36,,1,,,,
1038794,Hemitragus_hylocrius,Artiodactyla,Bovidae,Hemitragus,hylocrius,,2.00,74186.41,-999.00,1385.00,-999.00,669.16,-999.00,-999.00,2.00,-999.00,186.35,1.00,-999.00,-999.00,237.25,1.41,-999.00,207.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,3,1.00,1,27.28,-999.00,-999.00,4,213.9814,,2,1,,NA,21.9945,3,1.41,246,1,75,NA,2,,,36,,1,,,,
