ID_EoL,BinomialName,Order,Family,Genus,Species,Domestication,1-1_ActivityCycle,5-1_AdultBodyMass_g,8-1_AdultForearmLen_mm,13-1_AdultHeadBodyLen_mm,2-1_AgeatEyeOpening_d,3-1_AgeatFirstBirth_d,18-1_BasalMetRate_mLO2hr,5-2_BasalMetRateMass_g,6-1_DietBreadth,7-1_DispersalAge_d,9-1_GestationLen_d,12-1_HabitatBreadth,22-1_HomeRange_km2,22-2_HomeRange_Indiv_km2,14-1_InterbirthInterval_d,15-1_LitterSize,16-1_LittersPerYear,17-1_MaxLongevity_m,5-3_NeonateBodyMass_g,13-2_NeonateHeadBodyLen_mm,21-1_PopulationDensity_n/km2,10-1_PopulationGrpSize,23-1_SexualMaturityAge_d,10-2_SocialGrpSize,24-1_TeatNumber,12-2_Terrestriality,6-2_TrophicLevel,25-1_WeaningAge_d,5-4_WeaningBodyMass_g,13-3_WeaningHeadBodyLen_mm,Diet,GestationPeriod,AVGFoodConsumption,Sociality,SocialHierarchy,NumMales,MaturityReachMale,MaturityReachFemale,MatingSystem,NumOffspring,BreedingInterval,YearRoundBreeding,AVGWeight,ParentalCare,DevelopmentStrategy,Horns/Antler,Topspeed,Lifespan,NaturalPredators,Motility,CarryWeight,PullStrength,AVGMovingSpeed,AVGTravelDistance
1038795,Hemitragus_jayakari,Artiodactyla,Bovidae,Hemitragus,jayakari,,2.00,22210.18,-999.00,1075.00,-999.00,-999.00,-999.00,-999.00,3.00,-999.00,164.31,1.00,-999.00,-999.00,-999.00,1.00,-999.00,168.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,3,1.00,1,-999.00,-999.00,-999.00,4,142.5,,1,2,,30.0000,30.0000,1,1,NA,1,23,2,1,,,36,,1,,,,
1038796,Hemitragus_jemlahicus,Artiodactyla,Bovidae,Hemitragus,jemlahicus,,-999.00,68616.43,-999.00,-999.00,-999.00,730.00,-999.00,-999.00,2.00,-999.00,195.76,-999.00,-999.00,-999.00,365.00,1.01,-999.00,261.60,2700.00,-999.00,-999.00,35.00,1532.89,-999.00,3,-999.00,1,-999.00,-999.00,-999.00,4,182.5002,,2,2,,48.0000,48.0000,3,1.01,365,2,35,2,2,,,21,,1,,,,
317313,Hexaprotodon_liberiensis,Artiodactyla,Hippopotamidae,Hexaprotodon,liberiensis,,2.00,235001.16,-999.00,1600.00,-999.00,-999.00,-999.00,-999.00,4.00,-999.00,200.00,2.00,0.72,-999.00,-999.00,1.00,1.00,525.60,5730.00,-999.00,-999.00,-999.00,1510.30,1.25,-999,1.00,1,211.71,-999.00,-999.00,4,197,,1,2,,48.0000,48.0000,1,1,NA,1,215,2,1,,,43,,NA,,,,
129566,Hippocamelus_antisensis,Artiodactyla,Cervidae,Hippocamelus,antisensis,,-999.00,68599.35,-999.00,1550.00,-999.00,-999.00,-999.00,-999.00,2.00,-999.00,235.72,1.00,-999.00,-999.00,-999.00,1.00,-999.00,127.20,-999.00,-999.00,1.20,-999.00,-999.00,7.30,-999,1.00,1,-999.00,-999.00,-999.00,NA,255 ,,2,2,,NA,NA,NA,1,NA,NA,45,2,NA,,,43,,1,,,,
310354,Hippocamelus_bisulcus,Artiodactyla,Cervidae,Hippocamelus,bisulcus,,2.00,69240.81,-999.00,1550.00,-999.00,-999.00,-999.00,-999.00,2.00,-999.00,212.91,1.00,0.86,-999.00,-999.00,1.00,1.00,-999.00,3575.62,989.99,1.12,-999.00,-999.00,1.90,-999,1.00,1,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,1,NA,NA,70,2,NA,,,NA,,1,,,,
47360174,Hippopotamus_amphibius,Artiodactyla,Hippopotamidae,Hippopotamus,amphibius,,2.00,1536310.40,-999.00,-999.00,-999.00,1460.00,-999.00,-999.00,2.00,-999.00,235.37,2.00,-999.00,-999.00,696.54,1.00,1.00,654.00,40199.99,-999.00,4.86,585.00,2030.00,-999.00,-999,1.00,2,319.01,206389.44,-999.00,4,324 ,,2,1,,42.0493,42.0493,3,NA,NA,1,NA,NA,1,,,NA,,NA,,,,
331075,Hippotragus_equinus,Artiodactyla,Bovidae,Hippotragus,equinus,,3.00,264173.96,-999.00,1150.00,-999.00,1049.37,-999.00,-999.00,5.00,-999.00,278.23,1.00,-999.00,-999.00,317.00,0.98,-999.00,240.00,16412.18,-999.00,0.96,-999.00,841.82,12.00,4,1.00,1,119.27,-999.00,-999.00,4,274.3586,,2,1,,48.0000,48.0000,3,0.98,331,1,225,2,1,,,43,,1,,,,
331076,Hippotragus_leucophaeus,Artiodactyla,Bovidae,Hippotragus,leucophaeus,,-999.00,149999.99,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,4,NA,,2,2,,NA,NA,3,NA,NA,2,NA,2,2,,,NA,,NA,,,,
331077,Hippotragus_niger,Artiodactyla,Bovidae,Hippotragus,niger,,3.00,236405.90,-999.00,2035.00,-999.00,983.37,-999.00,-999.00,5.00,-999.00,272.87,1.00,-999.00,-999.00,365.00,1.00,-999.00,267.00,16412.18,-999.00,1.30,-999.00,972.17,15.00,4,1.00,1,210.73,-999.00,-999.00,4,269.1877,,2,1,,45.0000,45.0000,3,1,365,2,225,2,2,,,22,,1,,,,
308404,Hydropotes_inermis,Artiodactyla,Cervidae,Hydropotes,inermis,,-999.00,12760.04,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,175.49,-999.00,-999.00,-999.00,-999.00,3.00,-999.00,144.00,1016.19,-999.00,-999.00,-999.00,292.63,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,NA,182.5002,,NA,2,,NA,6.0164,NA,3,NA,NA,11,2,NA,,,13,,NA,,,,
328337,Hyemoschus_aquaticus,Artiodactyla,Tragulidae,Hyemoschus,aquaticus,,1.00,10850.00,-999.00,750.00,-999.00,-999.00,-999.00,-999.00,1.00,-999.00,173.52,1.00,0.20,0.19,-999.00,1.22,1.00,168.00,-999.00,-999.00,15.85,-999.00,314.64,1.00,-999,1.00,1,136.87,-999.00,-999.00,NA,175 ,,NA,2,,13.2493,13.2493,NA,1.22,NA,NA,11,2,NA,,,13,,1,,,,
328333,Hylochoerus_meinertzhageni,Artiodactyla,Suidae,Hylochoerus,meinertzhageni,,2.00,198130.47,-999.00,2028.75,-999.00,532.29,-999.00,-999.00,2.00,-999.00,151.00,1.00,-999.00,-999.00,365.00,4.00,-999.00,216.00,-999.00,-999.00,1.50,-999.00,521.59,10.00,6,1.00,1,62.82,-999.00,-999.00,NA,132 ,,NA,2,,16.9972,12.0000,NA,4,365,NA,202,2,NA,,,18,,1,,,,
328724,Kobus_ellipsiprymnus,Artiodactyla,Bovidae,Kobus,ellipsiprymnus,,2.00,204393.48,-999.00,-999.00,-999.00,-999.00,26700.00,100000.00,2.00,-999.00,270.00,1.00,1.28,-999.00,365.00,1.00,-999.00,239.04,12000.00,-999.00,2.46,-999.00,1426.44,12.00,4,1.00,1,212.91,-999.00,-999.00,NA,283.4836,,2,1,,NA,25.3479,NA,1,365,NA,175,2,2,,,18,,1,,,,
328731,Kobus_kob,Artiodactyla,Bovidae,Kobus,kob,,-999.00,80035.21,-999.00,1700.00,-999.00,395.41,-999.00,-999.00,1.00,-999.00,254.76,1.00,99.57,-999.00,-999.00,1.00,-999.00,263.04,5376.23,-999.00,2.60,185.00,465.57,40.00,4,1.00,1,188.64,-999.00,-999.00,NA,255.0440,,2,1,,12.0000,13.2493,NA,1,NA,NA,105,2,2,,,21,,1,,,,
328712,Kobus_leche,Artiodactyla,Bovidae,Kobus,leche,,2.00,88645.04,-999.00,-999.00,-999.00,638.75,-999.00,-999.00,2.00,-999.00,229.80,2.00,-999.00,-999.00,-999.00,1.00,-999.00,222.96,5100.00,-999.00,31.00,-999.00,925.38,20.00,4,1.00,1,133.45,-999.00,-999.00,NA,234.8169,,2,1,,34.5205,29.5233,NA,1,NA,NA,94,2,NA,,,15,,1,,,,
328725,Kobus_megaceros,Artiodactyla,Bovidae,Kobus,megaceros,,-999.00,85805.93,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,224.04,-999.00,-999.00,0.34,50.00,-999.00,-999.00,4,-999.00,-999,-999.00,-999.00,-999.00,4,238.7710,,2,1,,24.0000,24.0000,3,1,353,2,90,NA,2,,,15,,1,,,,
328726,Kobus_vardonii,Artiodactyla,Bovidae,Kobus,vardonii,,2.00,71462.72,-999.00,1340.00,-999.00,-999.00,-999.00,-999.00,2.00,-999.00,258.09,1.00,-999.00,-999.00,365.00,1.00,-999.00,-999.00,5798.07,-999.00,4.78,-999.00,-999.00,5.50,4,1.00,1,212.91,-999.00,-999.00,4,243.3336,,1,2,,13.0000,13.0000,3,1,365,1,NA,NA,1,,,NA,,NA,,,,
309018,Lama_glama,Artiodactyla,Camelidae,Lama,glama,,-999.00,78322.67,-999.00,1595.10,-999.00,-999.00,-999.00,-999.00,2.00,-999.00,342.74,1.00,-999.00,-999.00,-999.00,1.00,1.00,339.60,8999.99,-999.00,0.45,8.00,676.66,-999.00,-999,1.00,1,131.70,29000.00,-999.00,4,334.5837,,2,1,,30.0000,30.0000,3,1,NA,1,140,2,1,,,15,,1,,,,
129522,Litocranius_walleri,Artiodactyla,Bovidae,Litocranius,walleri,,-999.00,38804.37,-999.00,1500.00,-999.00,562.70,-999.00,-999.00,1.00,-999.00,204.15,1.00,-999.00,-999.00,240.77,1.00,-999.00,156.00,-999.00,-999.00,0.43,-999.00,841.82,8.00,-999,1.00,1,-999.00,-999.00,-999.00,4,209.4189,,1,2,,18.0000,18.0000,3,1,241,2,43,2,2,,,13,,1,,,,
311497,Madoqua_guentheri,Artiodactyla,Bovidae,Madoqua,guentheri,,3.00,4623.70,-999.00,612.07,-999.00,-999.00,-999.00,-999.00,6.00,327.33,175.00,1.00,0.03,0.05,-999.00,0.98,-999.00,168.00,684.00,-999.00,14.01,-999.00,138.60,6.25,4,1.00,1,74.25,-999.00,-999.00,NA,177.4814,,2,2,,NA,NA,NA,0.98,NA,NA,4,NA,2,,,13,,1,,,,
311498,Madoqua_kirkii,Artiodactyla,Bovidae,Madoqua,kirkii,,2.00,4833.40,-999.00,654.27,-999.00,501.87,2145.00,4290.00,5.00,338.82,171.49,1.00,-999.00,-999.00,182.50,0.98,-999.00,198.00,625.82,-999.00,19.00,-999.00,233.47,2.50,4,1.00,1,42.58,1633.49,-999.00,NA,173.8314,,2,2,,9.9945,7.0027,1,0.98,244,2,5,2,2,,,14,,1,,,,
311495,Madoqua_piacentinii,Artiodactyla,Bovidae,Madoqua,piacentinii,,3.00,2500.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,2.00,327.33,-999.00,-999.00,-999.00,-999.00,-999.00,1.00,-999.00,168.00,-999.00,-999.00,-999.00,-999.00,251.71,-999.00,-999,-999.00,1,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,1,NA,NA,NA,NA,NA,,,14,,NA,,,,
311494,Madoqua_saltiana,Artiodactyla,Bovidae,Madoqua,saltiana,,2.00,3424.47,-999.00,595.00,-999.00,-999.00,-999.00,-999.00,2.00,327.33,-999.00,-999.00,-999.00,-999.00,-999.00,1.00,-999.00,168.00,672.79,-999.00,-999.00,-999.00,253.75,1.50,4,-999.00,1,41.99,-999.00,-999.00,NA,NA,,2,2,,NA,NA,NA,1,NA,NA,NA,NA,2,,,14,,NA,,,,
129605,Mazama_americana,Artiodactyla,Cervidae,Mazama,americana,,2.00,20546.86,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,2.00,-999.00,225.00,1.00,-999.00,-999.00,-999.00,1.22,-999.00,165.60,-999.00,-999.00,9.30,-999.00,-999.00,1.00,-999,1.00,1,-999.00,-999.00,-999.00,6,225,,1,2,,12.0000,12.0000,NA,1.22,NA,1,33,2,NA,,,13,,1,,,,
7238006,Mazama_bororo,Artiodactyla,Cervidae,Mazama,bororo,,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,,,,
129581,Mazama_bricenii,Artiodactyla,Cervidae,Mazama,bricenii,,-999.00,16499.85,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,1.00,-999,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,,,,
129582,Mazama_chunyi,Artiodactyla,Cervidae,Mazama,chunyi,,-999.00,16071.74,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,243.33,1.00,-999.00,-999.00,-999.00,1.50,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,1.00,-999,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,1.5,NA,NA,NA,NA,NA,,,NA,,1,,,,
129579,Mazama_gouazoubira,Artiodactyla,Cervidae,Mazama,gouazoubira,,2.00,16633.17,-999.00,918.25,-999.00,-999.00,-999.00,-999.00,2.00,-999.00,219.86,1.00,-999.00,-999.00,-999.00,1.00,-999.00,144.00,834.46,-999.00,9.21,-999.00,719.06,1.00,-999,1.00,1,-999.00,-999.00,-999.00,1,243.3336,,1,2,,12.0000,13.0000,1,1,NA,1,NA,NA,1,,,13,,NA,,,,
129580,Mazama_nana,Artiodactyla,Cervidae,Mazama,nana,,-999.00,16499.85,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,1.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,1.00,-999,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,NA,NA,NA,NA,2,NA,,,NA,,NA,,,,
4446121,Mazama_pandora,Artiodactyla,Cervidae,Mazama,pandora,,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,,,,
129577,Mazama_rufina,Artiodactyla,Cervidae,Mazama,rufina,,-999.00,21099.25,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,231.64,1.00,-999.00,-999.00,-999.00,1.22,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,1.00,-999,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,1.22,NA,NA,NA,NA,NA,,,NA,,1,,,,
4446125,Mazama_temama,Artiodactyla,Cervidae,Mazama,temama,,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,1,,,,
328338,Moschiola_meminna,Artiodactyla,Tragulidae,Moschiola,meminna,,1.00,3130.95,-999.00,540.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,153.53,-999.00,-999.00,-999.00,-999.00,1.50,-999.00,-999.00,319.00,-999.00,2.74,-999.00,-999.00,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,6,155 ,,1,2,,NA,NA,2,1.5,NA,1,2,2,1,,,6,,1,,,,
7240172,Moschus_anhuiensis,Artiodactyla,Moschidae,Moschus,anhuiensis,,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,NA,NA,NA,NA,2,NA,,,NA,,NA,,,,
328123,Moschus_berezovskii,Artiodactyla,Moschidae,Moschus,berezovskii,,2.00,12477.41,-999.00,899.99,-999.00,-999.00,-999.00,-999.00,2.00,-999.00,184.24,-999.00,0.13,-999.00,-999.00,1.20,1.00,-999.00,529.50,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,1,47.14,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,1.2,NA,NA,12,2,NA,,,NA,,1,,,,
328122,Moschus_chrysogaster,Artiodactyla,Moschidae,Moschus,chrysogaster,,2.00,13697.90,-999.00,899.99,-999.00,730.00,-999.00,-999.00,2.00,-999.00,188.00,-999.00,0.13,-999.00,-999.00,1.20,1.00,-999.00,659.54,-999.00,-999.00,-999.00,587.94,1.00,-999,-999.00,1,47.14,-999.00,-999.00,4,NA,,1,2,,NA,21.0082,NA,1.2,NA,NA,11,2,NA,,,NA,,1,,,,
4445879,Moschus_cupreus,Artiodactyla,Moschidae,Moschus,cupreus,,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,NA,NA,NA,NA,2,NA,,,NA,,NA,,,,
311508,Moschus_fuscus,Artiodactyla,Moschidae,Moschus,fuscus,,2.00,13697.90,-999.00,899.99,-999.00,-999.00,-999.00,-999.00,2.00,-999.00,-999.00,-999.00,0.13,-999.00,-999.00,-999.00,1.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,1,47.14,-999.00,-999.00,4,190,,1,2,,NA,NA,3,NA,NA,2,NA,2,1,,,NA,,1,,,,
7240240,Moschus_leucogaster,Artiodactyla,Moschidae,Moschus,leucogaster,,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,4,190,,1,2,,20.0000,20.0000,NA,NA,NA,2,NA,2,NA,,,NA,,1,,,,
328320,Moschus_moschiferus,Artiodactyla,Moschidae,Moschus,moschiferus,,2.00,13315.57,-999.00,899.99,-999.00,-999.00,-999.00,-999.00,3.00,-999.00,175.92,-999.00,0.13,0.45,-999.00,1.74,1.00,-999.00,498.39,-999.00,-999.00,1.00,486.66,1.00,-999,-999.00,1,47.14,-999.00,-999.00,NA,162 ,,NA,2,,NA,15.5507,NA,1.74,NA,NA,10,2,NA,,,12,,1,,,,
308400,Muntiacus_atherodes,Artiodactyla,Cervidae,Muntiacus,atherodes,,2.00,18939.10,-999.00,994.99,-999.00,-999.00,-999.00,-999.00,2.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,1,-999.00,-999.00,-999.00,6,215.5023,,1,2,,9.0000,9.0000,NA,NA,NA,1,NA,2,1,,,NA,,1,,,,
308401,Muntiacus_crinifrons,Artiodactyla,Cervidae,Muntiacus,crinifrons,,-999.00,18590.01,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,4.00,-999.00,195.57,-999.00,-999.00,-999.00,-999.00,1.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,2,-999.00,-999.00,-999.00,6,NA,,1,2,,NA,12.0000,3,1,NA,1,18,2,1,,,NA,,1,,,,
308384,Muntiacus_feae,Artiodactyla,Cervidae,Muntiacus,feae,,-999.00,21999.99,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,4.00,-999.00,195.57,-999.00,-999.00,-999.00,-999.00,1.22,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,2,-999.00,-999.00,-999.00,6,246.3752,,1,2,,NA,12.0000,3,1.22,NA,1,22,2,2,,,NA,,NA,,,,
308393,Muntiacus_gongshanensis,Artiodactyla,Cervidae,Muntiacus,gongshanensis,,-999.00,18590.01,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,4.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,2,-999.00,-999.00,-999.00,6,.1520,,1,2,,9.0000,6.0000,3,NA,NA,1,NA,2,1,,,NA,,NA,,,,
308397,Muntiacus_muntjak,Artiodactyla,Cervidae,Muntiacus,muntjak,,2.00,17611.59,-999.00,994.99,-999.00,-999.00,-999.00,-999.00,3.00,-999.00,210.00,-999.00,-999.00,-999.00,241.00,1.00,-999.00,211.20,1371.39,-999.00,3.12,-999.00,338.33,-999.00,-999,-999.00,1,-999.00,-999.00,-999.00,NA,210 ,,1,2,,10.9151,8.9425,NA,1,241,NA,21,2,NA,,,17,,1,,,,
7240299,Muntiacus_puhoatensis,Artiodactyla,Cervidae,Muntiacus,puhoatensis,,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,NA,NA,NA,NA,2,NA,,,NA,,NA,,,,
7240302,Muntiacus_putaoensis,Artiodactyla,Cervidae,Muntiacus,putaoensis,,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,1,NA,,1,2,,NA,NA,NA,NA,NA,1,NA,2,NA,,,NA,,1,,,,
308477,Muntiacus_reevesi,Artiodactyla,Cervidae,Muntiacus,reevesi,,-999.00,13499.94,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,2.00,-999.00,214.24,-999.00,0.12,0.11,215.25,0.98,-999.00,-999.00,1050.00,-999.00,0.67,-999.00,295.12,-999.00,-999,-999.00,1,-999.00,-999.00,-999.00,NA,217.4794,,1,2,,0.0000,0.0000,3,0.98,215,1,18,2,1,,,19,,1,,,,
4446188,Muntiacus_rooseveltorum,Artiodactyla,Cervidae,Muntiacus,rooseveltorum,,-999.00,10762.64,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,212.49,-999.00,-999.00,-999.00,-999.00,1.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,1,NA,NA,NA,2,NA,,,NA,,1,,,,
7240356,Muntiacus_truongsonensis,Artiodactyla,Cervidae,Muntiacus,truongsonensis,,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,NA,NA,,1,2,,NA,NA,NA,NA,NA,NA,NA,2,NA,,,NA,,1,,,,
2924686,Muntiacus_vuquangensis,Artiodactyla,Cervidae,Muntiacus,vuquangensis,,-999.00,36690.82,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,4,NA,,1,2,,NA,NA,3,NA,NA,NA,NA,2,1,,,NA,,NA,,,,
1038797,Naemorhedus_baileyi,Artiodactyla,Bovidae,Naemorhedus,baileyi,,-999.00,28863.45,-999.00,1040.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,212.91,-999.00,-999.00,-999.00,-999.00,1.50,-999.00,219.00,-999.00,-999.00,-999.00,12.00,-999.00,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,1.5,NA,NA,28,NA,NA,,,19,,NA,,,,
1038798,Naemorhedus_caudatus,Artiodactyla,Bovidae,Naemorhedus,caudatus,,-999.00,26999.99,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,108.96,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,4,180 ,,1,2,,30.0000,30.0000,3,NA,NA,2,27,NA,1,,,19,,1,,,,
1038799,Naemorhedus_goral,Artiodactyla,Bovidae,Naemorhedus,goral,,2.00,28796.51,-999.00,1060.00,-999.00,-999.00,-999.00,-999.00,2.00,-999.00,212.91,1.00,-999.00,-999.00,365.00,1.00,-999.00,211.20,2000.00,-999.00,-999.00,12.00,1016.66,-999.00,4,1.00,1,59.27,-999.00,-999.00,4,182.5002,,1,1,,30.0000,30.0000,3,1,365,2,31,2,1,,,19,,1,,,,
4447278,Naemorhedus_griseus,Artiodactyla,Bovidae,Naemorhedus,griseus,,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,207.96,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999,-999.00,-999,-999.00,-999.00,-999.00,NA,NA,,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,19,,NA,,,,
129508,Nanger_dama,Artiodactyla,Bovidae,Nanger,dama,,3.00,71424.81,-999.00,1462.78,-999.00,-999.00,-999.00,-999.00,1.00,-999.00,194.93,1.00,-999.00,-999.00,182.50,1.00,-999.00,207.96,-999.00,-999.00,0.18,12.50,109.36,1.00,-999,1.00,1,-999.00,-999.00,-999.00,4,174.8960,,2,1,,12.0000,21.0000,3,1,1825,1,NA,NA,NA,,,19,,1,,,,
129513,Nanger_granti,Artiodactyla,Bovidae,Nanger,granti,,2.00,55464.46,-999.00,1529.99,-999.00,-999.00,-999.00,-999.00,2.00,-999.00,191.21,1.00,-999.00,-999.00,-999.00,1.00,-999.00,152.04,5215.17,-999.00,3.92,40.00,249.81,-999.00,-999,1.00,1,-999.00,-999.00,-999.00,4,192.0814,,2,1,,36.0000,18.0000,3,1,NA,1,NA,NA,2,,,19,,1,,,,
